task_family,item_id,gold_answer,option_label,option_text,option_role,control_type,relation_to_target,gold_answer_text
implicit_strategic_warning,implicit_strategic_warning_03,A,C,Companies are mainly being cautioned that involvement with advanced-node supply chains could become politically embarrassing.,control,adjacent_pragmatic_force_control,distractor,"Companies are being warned that access to advanced-node inputs may become less predictable, so long-term planning should not rely on continuity."
implicit_strategic_warning,implicit_strategic_warning_03,A,D,Companies are being encouraged to build sourcing flexibility simply as a matter of prudent planning in a volatile but otherwise normal environment.,control,adjacent_pragmatic_force_control,distractor,"Companies are being warned that access to advanced-node inputs may become less predictable, so long-term planning should not rely on continuity."
implicit_strategic_warning,implicit_strategic_warning_04,D,A,Exporters are being warned that transit disruptions across the corridor are now certain and immediate.,control,escalated_or_overstated_control,distractor,"Exporters are being warned that corridor dependability may no longer be stable enough to anchor planning with confidence, so continuity should not be assumed."
implicit_strategic_warning,implicit_strategic_warning_04,D,B,Exporters are being cautioned that visible use of the corridor may create reputational discomfort with foreign partners.,control,adjacent_pragmatic_force_control,distractor,"Exporters are being warned that corridor dependability may no longer be stable enough to anchor planning with confidence, so continuity should not be assumed."
implicit_strategic_warning,implicit_strategic_warning_04,D,C,"Exporters are being advised to add modest contingency buffers as a matter of prudent logistics, even though route dependability remains broadly stable.",control,adjacent_pragmatic_force_control,distractor,"Exporters are being warned that corridor dependability may no longer be stable enough to anchor planning with confidence, so continuity should not be assumed."
implicit_strategic_warning,implicit_strategic_warning_04,D,D,"Exporters are being warned that corridor dependability may no longer be stable enough to anchor planning with confidence, so continuity should not be assumed.",target,target,gold_answer,"Exporters are being warned that corridor dependability may no longer be stable enough to anchor planning with confidence, so continuity should not be assumed."
implicit_strategic_warning,implicit_strategic_warning_05,B,A,The message points to an imminent and formally announced cutoff in external energy supply.,control,escalated_or_overstated_control,distractor,"The statement quietly warns that continued access to external energy supply may be less secure than current planning assumptions suggest, so stability should not be taken for granted."
implicit_strategic_warning,implicit_strategic_warning_05,B,B,"The statement quietly warns that continued access to external energy supply may be less secure than current planning assumptions suggest, so stability should not be taken for granted.",target,target,gold_answer,"The statement quietly warns that continued access to external energy supply may be less secure than current planning assumptions suggest, so stability should not be taken for granted."
implicit_strategic_warning,implicit_strategic_warning_05,B,C,The real concern is mostly reputational: firms that rely heavily on external energy could appear politically exposed.,control,adjacent_pragmatic_force_control,distractor,"The statement quietly warns that continued access to external energy supply may be less secure than current planning assumptions suggest, so stability should not be taken for granted."
implicit_strategic_warning,implicit_strategic_warning_05,B,D,"This is mainly a reminder to diversify procurement for efficiency reasons, while the broader supply framework is still expected to remain dependable.",control,adjacent_pragmatic_force_control,distractor,"The statement quietly warns that continued access to external energy supply may be less secure than current planning assumptions suggest, so stability should not be taken for granted."
implicit_strategic_warning,implicit_strategic_warning_06,C,A,The message indicates that acquisitions in sensitive sectors are already destined to be rejected.,control,escalated_or_overstated_control,distractor,"The statement is quietly warning that approval in sensitive sectors may no longer be routine, so transactions should not be planned as if clearance were automatic."
implicit_strategic_warning,implicit_strategic_warning_06,C,B,The main concern is reputational: investors may appear politically exposed if they pursue these deals.,control,adjacent_pragmatic_force_control,distractor,"The statement is quietly warning that approval in sensitive sectors may no longer be routine, so transactions should not be planned as if clearance were automatic."
implicit_strategic_warning,implicit_strategic_warning_06,C,C,"The statement is quietly warning that approval in sensitive sectors may no longer be routine, so transactions should not be planned as if clearance were automatic.",target,target,gold_answer,"The statement is quietly warning that approval in sensitive sectors may no longer be routine, so transactions should not be planned as if clearance were automatic."
implicit_strategic_warning,implicit_strategic_warning_06,C,D,"This is mostly a practical reminder about paperwork and scheduling, while the review outcome itself is still expected to follow the usual path.",control,adjacent_pragmatic_force_control,distractor,"The statement is quietly warning that approval in sensitive sectors may no longer be routine, so transactions should not be planned as if clearance were automatic."
implicit_strategic_warning,implicit_strategic_warning_07,A,A,"The statement quietly warns that earlier assumptions about how transferred technology will ultimately be used may no longer be reliable enough, so end-use needs closer rechecking.",target,target,gold_answer,"The statement quietly warns that earlier assumptions about how transferred technology will ultimately be used may no longer be reliable enough, so end-use needs closer rechecking."
implicit_strategic_warning,implicit_strategic_warning_07,A,B,The message indicates that dual-use technical cooperation is about to be broadly and formally prohibited.,control,procedural_or_technical_control,distractor,"The statement quietly warns that earlier assumptions about how transferred technology will ultimately be used may no longer be reliable enough, so end-use needs closer rechecking."
implicit_strategic_warning,implicit_strategic_warning_07,A,C,The real concern is mainly reputational: institutions involved in such cooperation could appear politically compromised.,control,adjacent_pragmatic_force_control,distractor,"The statement quietly warns that earlier assumptions about how transferred technology will ultimately be used may no longer be reliable enough, so end-use needs closer rechecking."
implicit_strategic_warning,implicit_strategic_warning_07,A,D,"This is mostly a routine governance reminder to review documentation, while the underlying end-use assumptions themselves are still broadly sound.",control,procedural_or_technical_control,distractor,"The statement quietly warns that earlier assumptions about how transferred technology will ultimately be used may no longer be reliable enough, so end-use needs closer rechecking."
implicit_strategic_warning,implicit_strategic_warning_08,D,A,The statement indicates that external lenders are about to suspend support altogether.,control,adjacent_pragmatic_force_control,distractor,"The statement quietly warns that refinancing conditions may no longer be as accommodating as borrowers expect, so future funding should not be planned as if lenient terms were assured."
implicit_strategic_warning,implicit_strategic_warning_08,D,B,The real concern is mostly reputational: borrowers may look politically vulnerable if they seek outside funding.,control,adjacent_pragmatic_force_control,distractor,"The statement quietly warns that refinancing conditions may no longer be as accommodating as borrowers expect, so future funding should not be planned as if lenient terms were assured."
implicit_strategic_warning,implicit_strategic_warning_08,D,C,"This is mainly a reminder to update financing models, while still assuming lenders will remain available on broadly familiar terms.",control,adjacent_pragmatic_force_control,distractor,"The statement quietly warns that refinancing conditions may no longer be as accommodating as borrowers expect, so future funding should not be planned as if lenient terms were assured."
implicit_strategic_warning,implicit_strategic_warning_08,D,D,"The statement quietly warns that refinancing conditions may no longer be as accommodating as borrowers expect, so future funding should not be planned as if lenient terms were assured.",target,target,gold_answer,"The statement quietly warns that refinancing conditions may no longer be as accommodating as borrowers expect, so future funding should not be planned as if lenient terms were assured."
implicit_strategic_warning,implicit_strategic_warning_09,B,A,The message indicates that replacement supplies of critical minerals are about to disappear altogether.,control,escalated_or_overstated_control,distractor,"The statement quietly warns that substitute sources for critical minerals may be harder and slower to secure than current planning assumes, so supply flexibility should not be treated as assured."
implicit_strategic_warning,implicit_strategic_warning_09,B,B,"The statement quietly warns that substitute sources for critical minerals may be harder and slower to secure than current planning assumes, so supply flexibility should not be treated as assured.",target,target,gold_answer,"The statement quietly warns that substitute sources for critical minerals may be harder and slower to secure than current planning assumes, so supply flexibility should not be treated as assured."
implicit_strategic_warning,implicit_strategic_warning_09,B,C,The main issue is reputational: firms tied to critical mineral sourcing may appear politically exposed.,control,adjacent_pragmatic_force_control,distractor,"The statement quietly warns that substitute sources for critical minerals may be harder and slower to secure than current planning assumes, so supply flexibility should not be treated as assured."
implicit_strategic_warning,implicit_strategic_warning_09,B,D,"This is mostly a routine reminder to improve procurement efficiency, while the broader assumption of easy supplier substitution still remains sound.",control,procedural_or_technical_control,distractor,"The statement quietly warns that substitute sources for critical minerals may be harder and slower to secure than current planning assumes, so supply flexibility should not be treated as assured."
implicit_strategic_warning,implicit_strategic_warning_10,C,A,The statement implies that supply-chain relocation is about to fail outright and should be abandoned.,control,escalated_or_overstated_control,distractor,"The statement quietly warns that relocation may involve more friction, delay, and adjustment costs than current planning assumes, so resilience should not be treated as quickly achievable."
implicit_strategic_warning,implicit_strategic_warning_10,C,B,The deeper issue is mainly reputational: firms that relocate too quickly may appear politically exposed.,control,adjacent_pragmatic_force_control,distractor,"The statement quietly warns that relocation may involve more friction, delay, and adjustment costs than current planning assumes, so resilience should not be treated as quickly achievable."
implicit_strategic_warning,implicit_strategic_warning_10,C,C,"The statement quietly warns that relocation may involve more friction, delay, and adjustment costs than current planning assumes, so resilience should not be treated as quickly achievable.",target,target,gold_answer,"The statement quietly warns that relocation may involve more friction, delay, and adjustment costs than current planning assumes, so resilience should not be treated as quickly achievable."
implicit_strategic_warning,implicit_strategic_warning_10,C,D,"This is mostly a general reminder to manage transition carefully, while the expected benefits of relocation are still likely to arrive on roughly the planned schedule.",control,adjacent_pragmatic_force_control,distractor,"The statement quietly warns that relocation may involve more friction, delay, and adjustment costs than current planning assumes, so resilience should not be treated as quickly achievable."
face_preserving_reassurance_v2,face_preserving_reassurance_v2_01,B,A,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_01,B,B,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_01,B,C,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_01,B,D,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_02,C,A,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_02,C,B,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_02,C,C,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_02,C,D,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_03,A,A,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_03,A,B,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_03,A,C,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_03,A,D,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_04,D,A,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_04,D,B,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_04,D,C,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_04,D,D,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_05,C,A,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_05,C,B,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_05,C,C,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_05,C,D,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_06,B,A,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_06,B,B,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_06,B,C,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_06,B,D,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_07,A,A,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_07,A,B,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_07,A,C,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_07,A,D,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_08,B,A,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_08,B,B,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_08,B,C,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_08,B,D,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_09,B,A,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_09,B,B,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_09,B,C,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_09,B,D,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_10,C,A,Strategic warning,control,adjacent_pragmatic_force_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_10,C,B,Neutral procedural clarification,control,procedural_or_technical_control,distractor,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_10,C,C,Face-preserving reassurance,target,target,gold_answer,Face-preserving reassurance
face_preserving_reassurance_v2,face_preserving_reassurance_v2_10,C,D,Genuine reassurance,control,literal_or_sincere_control,distractor,Face-preserving reassurance
institutional_irony,institutional_irony_01,B,A,The speaker sincerely praises the ministry for communicating tariffs in a stable and predictable way.,control,literal_or_sincere_control,distractor,The speaker ironically criticizes the ministry for instability that repeatedly forces firms to revise expectations.
institutional_irony,institutional_irony_01,B,B,The speaker ironically criticizes the ministry for instability that repeatedly forces firms to revise expectations.,target,target,gold_answer,The speaker ironically criticizes the ministry for instability that repeatedly forces firms to revise expectations.
institutional_irony,institutional_irony_01,B,C,The speaker warns that the ministry is preparing a punitive tariff shock for importers.,control,escalated_or_overstated_control,distractor,The speaker ironically criticizes the ministry for instability that repeatedly forces firms to revise expectations.
institutional_irony,institutional_irony_01,B,D,The speaker neutrally observes that firms are becoming better at scenario planning during reform.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes the ministry for instability that repeatedly forces firms to revise expectations.
institutional_irony,institutional_irony_02,C,A,The speaker acknowledges that publication timing is imperfect but sees the portal as genuinely improving institutional transparency over time.,control,literal_or_sincere_control,distractor,The speaker ironically criticizes an institution for calling delayed disclosure transparency.
institutional_irony,institutional_irony_02,C,B,The speaker is making a technical point that contract data publication cycles are constrained by administrative processing requirements rather than by any lack of commitment to openness.,control,procedural_or_technical_control,distractor,The speaker ironically criticizes an institution for calling delayed disclosure transparency.
institutional_irony,institutional_irony_02,C,C,The speaker ironically criticizes an institution for calling delayed disclosure transparency.,target,target,gold_answer,The speaker ironically criticizes an institution for calling delayed disclosure transparency.
institutional_irony,institutional_irony_02,C,D,The speaker implies that delayed disclosure has become normalized to the point where procurement actors no longer treat timely publication as a meaningful standard.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes an institution for calling delayed disclosure transparency.
institutional_irony,institutional_irony_03,A,A,The speaker ironically suggests that the process remains bureaucratic and inefficient despite being presented as streamlined reform.,target,target,gold_answer,The speaker ironically suggests that the process remains bureaucratic and inefficient despite being presented as streamlined reform.
institutional_irony,institutional_irony_03,A,B,The speaker sincerely credits the authority for making border procedures more predictable and easier for traders to navigate.,control,literal_or_sincere_control,distractor,The speaker ironically suggests that the process remains bureaucratic and inefficient despite being presented as streamlined reform.
institutional_irony,institutional_irony_03,A,C,The speaker implies that the sequencing of forms reflects a deliberate administrative logic that traders are gradually learning to work with efficiently.,control,procedural_or_technical_control,distractor,The speaker ironically suggests that the process remains bureaucratic and inefficient despite being presented as streamlined reform.
institutional_irony,institutional_irony_03,A,D,The speaker acknowledges that the reform has not eliminated complexity but sees the increased predictability of requirements as a genuine operational improvement for traders.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically suggests that the process remains bureaucratic and inefficient despite being presented as streamlined reform.
institutional_irony,institutional_irony_04,C,A,"The speaker suggests that experienced firms are naturally better positioned to navigate complex application systems, which can still be consistent with a neutral process.",control,literal_or_sincere_control,distractor,The speaker ironically criticizes a supposedly neutral process that appears institutionally biased.
institutional_irony,institutional_irony_04,C,B,"The speaker is making a practical observation that repeated participation tends to improve administrative accuracy, without necessarily implying unfairness.",control,procedural_or_technical_control,distractor,The speaker ironically criticizes a supposedly neutral process that appears institutionally biased.
institutional_irony,institutional_irony_04,C,C,The speaker ironically criticizes a supposedly neutral process that appears institutionally biased.,target,target,gold_answer,The speaker ironically criticizes a supposedly neutral process that appears institutionally biased.
institutional_irony,institutional_irony_04,C,D,The speaker implies that firms outside the network are likely to remain disadvantaged even when the process is formally described as neutral.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes a supposedly neutral process that appears institutionally biased.
institutional_irony,institutional_irony_05,B,A,The speaker suggests that repeated clarification can still be a genuine sign of regulatory responsiveness when markets are adjusting quickly.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes the regulator for generating confusion instead of clarity.
institutional_irony,institutional_irony_05,B,B,The speaker ironically criticizes the regulator for generating confusion instead of clarity.,target,target,gold_answer,The speaker ironically criticizes the regulator for generating confusion instead of clarity.
institutional_irony,institutional_irony_05,B,C,The speaker is making a neutral observation that investors who engaged with earlier guidance are now better positioned to interpret the latest regulatory update.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes the regulator for generating confusion instead of clarity.
institutional_irony,institutional_irony_05,B,D,The speaker is making a technical observation that frequent clarifications are a normal feature of complex regulatory implementation.,control,procedural_or_technical_control,distractor,The speaker ironically criticizes the regulator for generating confusion instead of clarity.
institutional_irony,institutional_irony_06,C,A,The speaker suggests that the authorities deserve credit for adapting flexibly to project delays through durable contingency arrangements.,control,literal_or_sincere_control,distractor,The speaker ironically criticizes slow or stalled implementation being framed as urgent reform.
institutional_irony,institutional_irony_06,C,B,The speaker is making a neutral observation that temporary infrastructure adjustments often last longer than initially expected in projects of this scale.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes slow or stalled implementation being framed as urgent reform.
institutional_irony,institutional_irony_06,C,C,The speaker ironically criticizes slow or stalled implementation being framed as urgent reform.,target,target,gold_answer,The speaker ironically criticizes slow or stalled implementation being framed as urgent reform.
institutional_irony,institutional_irony_06,C,D,The speaker implies that the detours have created a new long-term transport pattern that may ultimately prove more efficient than the original plan.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes slow or stalled implementation being framed as urgent reform.
institutional_irony,institutional_irony_07,B,A,"The speaker suggests that the authority's lengthy review lends credibility to its conclusion, even if the result remains controversial.",control,adjacent_pragmatic_force_control,distractor,The speaker ironically questions the credibility and independence of the authority's finding.
institutional_irony,institutional_irony_07,B,B,The speaker ironically questions the credibility and independence of the authority's finding.,target,target,gold_answer,The speaker ironically questions the credibility and independence of the authority's finding.
institutional_irony,institutional_irony_07,B,C,"The speaker implies that the authority's analysis may be technically narrow, but not necessarily politically compromised.",control,procedural_or_technical_control,distractor,The speaker ironically questions the credibility and independence of the authority's finding.
institutional_irony,institutional_irony_07,B,D,The speaker suggests that stronger intervention may still become necessary if market conditions worsen.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically questions the credibility and independence of the authority's finding.
institutional_irony,institutional_irony_08,A,A,The speaker ironically suggests that access may not have been equally fair in practice.,target,target,gold_answer,The speaker ironically suggests that access may not have been equally fair in practice.
institutional_irony,institutional_irony_08,A,B,"The speaker implies that some institutions were operationally better prepared, but without necessarily questioning the fairness of the facility itself.",control,adjacent_pragmatic_force_control,distractor,The speaker ironically suggests that access may not have been equally fair in practice.
institutional_irony,institutional_irony_08,A,C,The speaker is making a technical observation that unequal processing speed can occur even in formally equal emergency mechanisms.,control,procedural_or_technical_control,distractor,The speaker ironically suggests that access may not have been equally fair in practice.
institutional_irony,institutional_irony_08,A,D,"The speaker suggests that the facility's announcement may have been communicated unevenly, creating the appearance of preferential readiness.",control,adjacent_pragmatic_force_control,distractor,The speaker ironically suggests that access may not have been equally fair in practice.
institutional_irony,institutional_irony_09,B,A,The speaker suggests that applicants now benefit from clearer digital visibility into an otherwise complex but functioning licensing workflow.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes a system that is technologically polished in form but still unresponsive in substance.
institutional_irony,institutional_irony_09,B,B,The speaker ironically criticizes a system that is technologically polished in form but still unresponsive in substance.,target,target,gold_answer,The speaker ironically criticizes a system that is technologically polished in form but still unresponsive in substance.
institutional_irony,institutional_irony_09,B,C,The speaker implies that licensing officials are intentionally keeping requests in motionless categories to delay approvals without formal rejection.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes a system that is technologically polished in form but still unresponsive in substance.
institutional_irony,institutional_irony_09,B,D,The speaker is making a technical point that better dashboard design has improved category tracking even where underlying case complexity remains high.,control,procedural_or_technical_control,distractor,The speaker ironically criticizes a system that is technologically polished in form but still unresponsive in substance.
institutional_irony,institutional_irony_10,C,A,"The speaker suggests that the report still represents a meaningful step toward accountability, even if some supporting material has not yet been included.",control,literal_or_sincere_control,distractor,The speaker ironically criticizes the gap between accountability claims and incomplete disclosure.
institutional_irony,institutional_irony_10,C,B,The speaker is making a narrow observation that incomplete annex publication can occur without undermining the report’s broader institutional value.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes the gap between accountability claims and incomplete disclosure.
institutional_irony,institutional_irony_10,C,C,The speaker ironically criticizes the gap between accountability claims and incomplete disclosure.,target,target,gold_answer,The speaker ironically criticizes the gap between accountability claims and incomplete disclosure.
institutional_irony,institutional_irony_10,C,D,The speaker implies that the omitted annexes are likely to contain politically damaging material that authorities are intentionally concealing.,control,adjacent_pragmatic_force_control,distractor,The speaker ironically criticizes the gap between accountability claims and incomplete disclosure.
procedural_distancing,procedural_distancing_01,B,A,It indicates that the government is preserving a formal pathway for revision rather than ruling it out outright.,control,procedural_or_technical_control,distractor,It shifts attention to procedure in order to avoid giving a direct commitment or taking immediate responsibility for the decision.
procedural_distancing,procedural_distancing_01,B,B,It shifts attention to procedure in order to avoid giving a direct commitment or taking immediate responsibility for the decision.,target,target,gold_answer,It shifts attention to procedure in order to avoid giving a direct commitment or taking immediate responsibility for the decision.
procedural_distancing,procedural_distancing_01,B,C,It suggests that comment is being deferred until technical agencies complete a substantive evaluation of the measure's economic effects.,control,procedural_or_technical_control,distractor,It shifts attention to procedure in order to avoid giving a direct commitment or taking immediate responsibility for the decision.
procedural_distancing,procedural_distancing_01,B,D,It reassures importers that their concerns are being actively addressed within the proper institutional framework.,control,procedural_or_technical_control,distractor,It shifts attention to procedure in order to avoid giving a direct commitment or taking immediate responsibility for the decision.
procedural_distancing,procedural_distancing_02,D,A,It indicates that any intervention would have to be justified as consistent with the Bank's formal policy framework.,control,procedural_or_technical_control,distractor,It shifts the discussion into procedural and institutional terms in order to avoid a direct commitment to near-term action.
procedural_distancing,procedural_distancing_02,D,B,It suggests that the Bank wants to ensure that any intervention is technically well-calibrated before acting.,control,procedural_or_technical_control,distractor,It shifts the discussion into procedural and institutional terms in order to avoid a direct commitment to near-term action.
procedural_distancing,procedural_distancing_02,D,C,It implies that current exchange-rate volatility is not yet serious enough to merit intervention.,control,adjacent_pragmatic_force_control,distractor,It shifts the discussion into procedural and institutional terms in order to avoid a direct commitment to near-term action.
procedural_distancing,procedural_distancing_02,D,D,It shifts the discussion into procedural and institutional terms in order to avoid a direct commitment to near-term action.,target,target,gold_answer,It shifts the discussion into procedural and institutional terms in order to avoid a direct commitment to near-term action.
procedural_distancing,procedural_distancing_03,A,A,It shifts the discussion into procedural terms in order to avoid taking a direct position on whether the license will be approved.,target,target,gold_answer,It shifts the discussion into procedural terms in order to avoid taking a direct position on whether the license will be approved.
procedural_distancing,procedural_distancing_03,A,B,"It indicates that approval remains possible, but only after the required procedural steps are completed.",control,procedural_or_technical_control,distractor,It shifts the discussion into procedural terms in order to avoid taking a direct position on whether the license will be approved.
procedural_distancing,procedural_distancing_03,A,C,It suggests that the authority is waiting for the review process to establish whether the application satisfies the relevant administrative and regulatory criteria.,control,procedural_or_technical_control,distractor,It shifts the discussion into procedural terms in order to avoid taking a direct position on whether the license will be approved.
procedural_distancing,procedural_distancing_03,A,D,It reassures business groups that the application is moving normally through the system and is likely to receive a fair outcome.,control,adjacent_pragmatic_force_control,distractor,It shifts the discussion into procedural terms in order to avoid taking a direct position on whether the license will be approved.
procedural_distancing,procedural_distancing_04,C,A,It indicates that the tender is still legally valid unless a formal violation is identified.,control,procedural_or_technical_control,distractor,It shifts the discussion into procedural and oversight terms in order to avoid taking a direct position on whether the tender will be suspended.
procedural_distancing,procedural_distancing_04,C,B,It reassures critics that the allegations are already being resolved through the proper institutional process.,control,escalated_or_overstated_control,distractor,It shifts the discussion into procedural and oversight terms in order to avoid taking a direct position on whether the tender will be suspended.
procedural_distancing,procedural_distancing_04,C,C,It shifts the discussion into procedural and oversight terms in order to avoid taking a direct position on whether the tender will be suspended.,target,target,gold_answer,It shifts the discussion into procedural and oversight terms in order to avoid taking a direct position on whether the tender will be suspended.
procedural_distancing,procedural_distancing_04,C,D,It suggests that the agency's main concern is to preserve the credibility of procurement rules during politically sensitive disputes.,control,adjacent_pragmatic_force_control,distractor,It shifts the discussion into procedural and oversight terms in order to avoid taking a direct position on whether the tender will be suspended.
procedural_distancing,procedural_distancing_05,B,A,It indicates that the merger could still be approved if the parties satisfy the Authority's usual review criteria.,control,procedural_or_technical_control,distractor,It shifts the discussion into procedural and evaluative terms in order to avoid taking a direct position on whether the merger will be blocked.
procedural_distancing,procedural_distancing_05,B,B,It shifts the discussion into procedural and evaluative terms in order to avoid taking a direct position on whether the merger will be blocked.,target,target,gold_answer,It shifts the discussion into procedural and evaluative terms in order to avoid taking a direct position on whether the merger will be blocked.
procedural_distancing,procedural_distancing_05,B,C,It suggests that the Authority's main concern is to ensure that the merger is judged according to consistent technical standards rather than political pressure.,control,procedural_or_technical_control,distractor,It shifts the discussion into procedural and evaluative terms in order to avoid taking a direct position on whether the merger will be blocked.
procedural_distancing,procedural_distancing_05,B,D,It reassures consumers that the review process is already working to protect market choice and competition.,control,escalated_or_overstated_control,distractor,It shifts the discussion into procedural and evaluative terms in order to avoid taking a direct position on whether the merger will be blocked.
procedural_distancing,procedural_distancing_06,A,A,It shifts the discussion into procedural and scheduling terms in order to avoid taking a direct position on whether the tariff revision will be postponed.,target,target,gold_answer,It shifts the discussion into procedural and scheduling terms in order to avoid taking a direct position on whether the tariff revision will be postponed.
procedural_distancing,procedural_distancing_06,A,B,It indicates that the tariff revision could still be delayed if the consultation process reveals sufficient concern about household affordability.,control,adjacent_pragmatic_force_control,distractor,It shifts the discussion into procedural and scheduling terms in order to avoid taking a direct position on whether the tariff revision will be postponed.
procedural_distancing,procedural_distancing_06,A,C,It suggests that the Commission's main concern is to ensure that the final timing reflects a technically orderly consultation process.,control,procedural_or_technical_control,distractor,It shifts the discussion into procedural and scheduling terms in order to avoid taking a direct position on whether the tariff revision will be postponed.
