task_family,item_id,task_description,prompt_raw,context,statement,question,option_A,option_B,option_C,option_D,gold_answer,gold_answer_text,target_phenomenon,item_role,dominant_control_profile
implicit_directive_with_pressure,implicit_directive_with_pressure_02,Identify when a seemingly neutral or cooperative geoeconomic statement functions as an implicit directive backed by pressure to comply.,"Read the context and statement carefully. Then choose the option (A, B, C, or D) that best captures the statement's pragmatic force. Context: A customs authority comments on a new compliance procedure for exporters. Statement: ""Exporters are, of course, free to organize documentation as they see fit. Those who follow the recommended filing sequence, however, are unlikely to encounter review complications."" Question: What is the most accurate reading of this statement? A. A friendly reassurance meant only to reduce exporter anxiety B. A purely descriptive note about how documents are processed C. A vague statement with no real push toward any behavior D. A pressure-backed nudge toward the recommended procedure Answer with only A, B, C, or D.",A customs authority comments on a new compliance procedure for exporters.,"Exporters are, of course, free to organize documentation as they see fit. Those who follow the recommended filing sequence, however, are unlikely to encounter review complications.",What is the most accurate reading of this statement?,A friendly reassurance meant only to reduce exporter anxiety,A purely descriptive note about how documents are processed,A vague statement with no real push toward any behavior,A pressure-backed nudge toward the recommended procedure,D,A pressure-backed nudge toward the recommended procedure,implicit_directive_with_pressure,target_item,literal_or_sincere_control | procedural_or_technical_control | adjacent_pragmatic_force_control
implicit_directive_with_pressure,implicit_directive_with_pressure_03,Identify when a seemingly neutral or cooperative geoeconomic statement functions as an implicit directive backed by pressure to comply.,"Read the context and statement carefully. Then choose the option (A, B, C, or D) that best captures the statement's pragmatic force. Context: A ministry spokesperson announces a timeline for updating industrial certification forms. Statement: ""The revised certification portal will open on Monday, and firms will receive the updated template by email."" Question: What is the most accurate reading of this statement? A. A straightforward administrative communication B. A softened effort to steer firms toward compliance C. A diplomatic signal that firms may face sanctions D. A cooperative message masking an unstated competitive threat Answer with only A, B, C, or D.",A ministry spokesperson announces a timeline for updating industrial certification forms.,"The revised certification portal will open on Monday, and firms will receive the updated template by email.",What is the most accurate reading of this statement?,A straightforward administrative communication,A softened effort to steer firms toward compliance,A diplomatic signal that firms may face sanctions,A cooperative message masking an unstated competitive threat,A,A straightforward administrative communication,implicit_directive_with_pressure,target_item,adjacent_pragmatic_force_control
implicit_directive_with_pressure,implicit_directive_with_pressure_04,Identify when a seemingly neutral or cooperative geoeconomic statement functions as an implicit directive backed by pressure to comply.,"Read the context and statement carefully. Then choose the option (A, B, C, or D) that best captures the statement's pragmatic force. Context: A transport regulator addresses firms seeking priority access to a logistics corridor. Statement: ""Applicants who want their corridor requests considered favorably should take care to reflect national continuity priorities in their revised submissions."" Question: What is the most accurate reading of this statement? A. A reassurance that corridor access decisions are fully neutral B. A clarification of how the corridor system is geographically organized C. A softened directive tied to favorable review D. A warning about retaliation without a suggested course of action Answer with only A, B, C, or D.",A transport regulator addresses firms seeking priority access to a logistics corridor.,Applicants who want their corridor requests considered favorably should take care to reflect national continuity priorities in their revised submissions.,What is the most accurate reading of this statement?,A reassurance that corridor access decisions are fully neutral,A clarification of how the corridor system is geographically organized,A softened directive tied to favorable review,A warning about retaliation without a suggested course of action,C,A softened directive tied to favorable review,implicit_directive_with_pressure,target_item,literal_or_sincere_control | adjacent_pragmatic_force_control
implicit_directive_with_pressure,implicit_directive_with_pressure_05,Identify when a seemingly neutral or cooperative geoeconomic statement functions as an implicit directive backed by pressure to comply.,"Read the context and statement carefully. Then choose the option (A, B, C, or D) that best captures the statement's pragmatic force. Context: A deputy industry minister is addressing firms applying to join a strategic supplier program. Statement: ""Firms seeking expedited entry into the supplier program may wish to ensure that their upcoming partnership disclosures are fully aligned with the ministry's resilience priorities."" Question: What is the most accurate reading of this statement? A. A routine clarification about how partnership disclosures are filed B. A softened instruction tied to process advantage C. A diplomatic warning about future penalties without directing conduct D. A reassurance that current partnership disclosures are already satisfactory Answer with only A, B, C, or D.",A deputy industry minister is addressing firms applying to join a strategic supplier program.,Firms seeking expedited entry into the supplier program may wish to ensure that their upcoming partnership disclosures are fully aligned with the ministry's resilience priorities.,What is the most accurate reading of this statement?,A routine clarification about how partnership disclosures are filed,A softened instruction tied to process advantage,A diplomatic warning about future penalties without directing conduct,A reassurance that current partnership disclosures are already satisfactory,B,A softened instruction tied to process advantage,implicit_directive_with_pressure,target_item,procedural_or_technical_control | escalated_or_overstated_control | literal_or_sincere_control
implicit_directive_with_pressure,implicit_directive_with_pressure_06,Identify when a seemingly neutral or cooperative geoeconomic statement functions as an implicit directive backed by pressure to comply.,"Read the context and statement carefully. Then choose the option (A, B, C, or D) that best captures the statement's pragmatic force. Context: A development agency is speaking to contractors bidding for public infrastructure projects. Statement: ""Bidders may structure proposals as they choose, though submissions that closely follow the agency's preferred localization model will naturally move more efficiently through review."" Question: What is the most accurate reading of this statement? A. A neutral note about how the review software sorts files B. A reassurance that all proposal formats are equally welcome C. A vague formulation that avoids signaling any real preference D. A softened push toward compliance backed by review pressure Answer with only A, B, C, or D.",A development agency is speaking to contractors bidding for public infrastructure projects.,"Bidders may structure proposals as they choose, though submissions that closely follow the agency's preferred localization model will naturally move more efficiently through review.",What is the most accurate reading of this statement?,A neutral note about how the review software sorts files,A reassurance that all proposal formats are equally welcome,A vague formulation that avoids signaling any real preference,A softened push toward compliance backed by review pressure,D,A softened push toward compliance backed by review pressure,implicit_directive_with_pressure,target_item,procedural_or_technical_control | literal_or_sincere_control | adjacent_pragmatic_force_control
implicit_directive_with_pressure,implicit_directive_with_pressure_07,Identify when a seemingly neutral or cooperative geoeconomic statement functions as an implicit directive backed by pressure to comply.,"Read the context and statement carefully. Then choose the option (A, B, C, or D) that best captures the statement's pragmatic force. Context: A regional coordinator concludes a meeting on cross-border industrial cooperation. Statement: ""We appreciate today's constructive exchange and remain committed to continued practical cooperation through regular technical consultations in the months ahead."" Question: What is the most accurate reading of this statement? A. Genuine cooperative reassurance B. A subtle attempt to push counterparts toward policy alignment C. A warning that relations may worsen without concessions D. A notice about upcoming implementation deadlines Answer with only A, B, C, or D.",A regional coordinator concludes a meeting on cross-border industrial cooperation.,We appreciate today's constructive exchange and remain committed to continued practical cooperation through regular technical consultations in the months ahead.,What is the most accurate reading of this statement?,Genuine cooperative reassurance,A subtle attempt to push counterparts toward policy alignment,A warning that relations may worsen without concessions,A notice about upcoming implementation deadlines,A,Genuine cooperative reassurance,implicit_directive_with_pressure,target_item,adjacent_pragmatic_force_control
implicit_directive_with_pressure,implicit_directive_with_pressure_08,Identify when a seemingly neutral or cooperative geoeconomic statement functions as an implicit directive backed by pressure to comply.,"Read the context and statement carefully. Then choose the option (A, B, C, or D) that best captures the statement's pragmatic force. Context: A national procurement office addresses suppliers seeking long-term framework contracts. Statement: ""Suppliers interested in remaining under active consideration would be well advised to revise sourcing plans in line with the resilience guidance circulated last quarter."" Question: What is the most accurate reading of this statement? A. A historical reference to last quarter's guidance memo B. A reassurance that current sourcing plans are already acceptable C. A softened instruction reinforced by selection pressure D. A vague signal with no real behavioral push Answer with only A, B, C, or D.",A national procurement office addresses suppliers seeking long-term framework contracts.,Suppliers interested in remaining under active consideration would be well advised to revise sourcing plans in line with the resilience guidance circulated last quarter.,What is the most accurate reading of this statement?,A historical reference to last quarter's guidance memo,A reassurance that current sourcing plans are already acceptable,A softened instruction reinforced by selection pressure,A vague signal with no real behavioral push,C,A softened instruction reinforced by selection pressure,implicit_directive_with_pressure,target_item,adjacent_pragmatic_force_control | literal_or_sincere_control
implicit_directive_with_pressure,implicit_directive_with_pressure_09,Identify when a seemingly neutral or cooperative geoeconomic statement functions as an implicit directive backed by pressure to comply.,"Read the context and statement carefully. Then choose the option (A, B, C, or D) that best captures the statement's pragmatic force. Context: A port administration publishes a notice about maintenance work. Statement: ""Berths 3 and 4 will be unavailable from Tuesday to Thursday due to scheduled maintenance."" Question: What is the most accurate reading of this statement? A. A pressure-backed attempt to redirect operator behavior B. A diplomatic warning aimed at foreign shipping firms C. A cooperative reassurance meant to soften hidden pressure D. A straightforward operational notice Answer with only A, B, C, or D.",A port administration publishes a notice about maintenance work.,Berths 3 and 4 will be unavailable from Tuesday to Thursday due to scheduled maintenance.,What is the most accurate reading of this statement?,A pressure-backed attempt to redirect operator behavior,A diplomatic warning aimed at foreign shipping firms,A cooperative reassurance meant to soften hidden pressure,A straightforward operational notice,D,A straightforward operational notice,implicit_directive_with_pressure,target_item,adjacent_pragmatic_force_control | literal_or_sincere_control
implicit_directive_with_pressure,implicit_directive_with_pressure_10,Identify when a seemingly neutral or cooperative geoeconomic statement functions as an implicit directive backed by pressure to comply.,"Read the context and statement carefully. Then choose the option (A, B, C, or D) that best captures the statement's pragmatic force. Context: A senior industry official comments on applications for semiconductor-equipment partnerships. Statement: ""Firms seeking a smooth authorization process may find it useful to demonstrate, early on, that their partnerships reflect the strategic orientation set out in the ministry's latest guidance."" Question: What is the most accurate reading of this statement? A. A reassurance that authorization will proceed automatically B. A softened instruction tied to a smoother approval process C. A note about where the ministry's guidance can be found D. A warning about punishment that offers no behavioral nudge Answer with only A, B, C, or D.",A senior industry official comments on applications for semiconductor-equipment partnerships.,"Firms seeking a smooth authorization process may find it useful to demonstrate, early on, that their partnerships reflect the strategic orientation set out in the ministry's latest guidance.",What is the most accurate reading of this statement?,A reassurance that authorization will proceed automatically,A softened instruction tied to a smoother approval process,A note about where the ministry's guidance can be found,A warning about punishment that offers no behavioral nudge,B,A softened instruction tied to a smoother approval process,implicit_directive_with_pressure,target_item,literal_or_sincere_control | adjacent_pragmatic_force_control
implicit_strategic_warning,implicit_strategic_warning_01,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Sanctions Statement: ""In the current environment, partners may wish to review their cross-border exposure with particular care."" Question: What concern is being indirectly signaled here? A. Partners that maintain current ties will face immediate penalties. B. Partners are being gently advised to reconsider ties before regulatory consequences widen. C. Partners are mainly being cautioned about reputational discomfort from public association. D. The statement is simply offering routine, neutral advice about prudent international operations. Answer with only A, B, C, or D.",Sanctions,"In the current environment, partners may wish to review their cross-border exposure with particular care.",What concern is being indirectly signaled here?,Partners that maintain current ties will face immediate penalties.,Partners are being gently advised to reconsider ties before regulatory consequences widen.,Partners are mainly being cautioned about reputational discomfort from public association.,"The statement is simply offering routine, neutral advice about prudent international operations.",B,Partners are being gently advised to reconsider ties before regulatory consequences widen.,implicit_strategic_warning,target_item,escalated_or_overstated_control | adjacent_pragmatic_force_control | literal_or_sincere_control
implicit_strategic_warning,implicit_strategic_warning_02,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Export controls Statement: ""Member firms may benefit from renewed due diligence when evaluating transactions in sensitive categories."" Question: What concern is being indirectly signaled here? A. Member firms are being warned that transactions in these categories may soon invite immediate formal restrictions. B. Member firms are being cautioned that public association with such transactions may become reputationally uncomfortable. C. Member firms are being warned that scrutiny around sensitive transactions is increasing. D. Member firms are being encouraged to strengthen internal review practices as a matter of prudent governance, not because the external scrutiny environment is materially changing. Answer with only A, B, C, or D.",Export controls,Member firms may benefit from renewed due diligence when evaluating transactions in sensitive categories.,What concern is being indirectly signaled here?,Member firms are being warned that transactions in these categories may soon invite immediate formal restrictions.,Member firms are being cautioned that public association with such transactions may become reputationally uncomfortable.,Member firms are being warned that scrutiny around sensitive transactions is increasing.,"Member firms are being encouraged to strengthen internal review practices as a matter of prudent governance, not because the external scrutiny environment is materially changing.",C,Member firms are being warned that scrutiny around sensitive transactions is increasing.,implicit_strategic_warning,target_item,escalated_or_overstated_control | adjacent_pragmatic_force_control
implicit_strategic_warning,implicit_strategic_warning_03,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Semiconductor restrictions Statement: ""Companies planning multi-year production cycles may wish to avoid assuming uninterrupted availability of advanced-node inputs."" Question: What concern is being indirectly signaled here? A. Companies are being warned that access to advanced-node inputs may become less predictable, so long-term planning should not rely on continuity. B. Companies are being warned that purchases of advanced-node inputs will soon be completely prohibited. C. Companies are mainly being cautioned that involvement with advanced-node supply chains could become politically embarrassing. D. Companies are being encouraged to build sourcing flexibility simply as a matter of prudent planning in a volatile but otherwise normal environment. Answer with only A, B, C, or D.",Semiconductor restrictions,Companies planning multi-year production cycles may wish to avoid assuming uninterrupted availability of advanced-node inputs.,What concern is being indirectly signaled here?,"Companies are being warned that access to advanced-node inputs may become less predictable, so long-term planning should not rely on continuity.",Companies are being warned that purchases of advanced-node inputs will soon be completely prohibited.,Companies are mainly being cautioned that involvement with advanced-node supply chains could become politically embarrassing.,Companies are being encouraged to build sourcing flexibility simply as a matter of prudent planning in a volatile but otherwise normal environment.,A,"Companies are being warned that access to advanced-node inputs may become less predictable, so long-term planning should not rely on continuity.",implicit_strategic_warning,target_item,adjacent_pragmatic_force_control
implicit_strategic_warning,implicit_strategic_warning_04,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Shipping / maritime corridor Statement: ""Exporters with time-sensitive deliveries may wish to avoid building near-term planning assumptions around uninterrupted corridor reliability."" Question: What concern is being indirectly signaled here? A. Exporters are being warned that transit disruptions across the corridor are now certain and immediate. B. Exporters are being cautioned that visible use of the corridor may create reputational discomfort with foreign partners. C. Exporters are being advised to add modest contingency buffers as a matter of prudent logistics, even though route dependability remains broadly stable. D. Exporters are being warned that corridor dependability may no longer be stable enough to anchor planning with confidence, so continuity should not be assumed. Answer with only A, B, C, or D.",Shipping / maritime corridor,Exporters with time-sensitive deliveries may wish to avoid building near-term planning assumptions around uninterrupted corridor reliability.,What concern is being indirectly signaled here?,Exporters are being warned that transit disruptions across the corridor are now certain and immediate.,Exporters are being cautioned that visible use of the corridor may create reputational discomfort with foreign partners.,"Exporters are being advised to add modest contingency buffers as a matter of prudent logistics, even though route dependability remains broadly stable.","Exporters are being warned that corridor dependability may no longer be stable enough to anchor planning with confidence, so continuity should not be assumed.",D,"Exporters are being warned that corridor dependability may no longer be stable enough to anchor planning with confidence, so continuity should not be assumed.",implicit_strategic_warning,target_item,escalated_or_overstated_control | adjacent_pragmatic_force_control
implicit_strategic_warning,implicit_strategic_warning_05,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Energy dependency Statement: ""Large industrial users may want to revisit procurement plans that assume uninterrupted external energy supply through the coming season."" Question: What concern is being indirectly signaled here? A. The message points to an imminent and formally announced cutoff in external energy supply. B. The statement quietly warns that continued access to external energy supply may be less secure than current planning assumptions suggest, so stability should not be taken for granted. C. The real concern is mostly reputational: firms that rely heavily on external energy could appear politically exposed. D. This is mainly a reminder to diversify procurement for efficiency reasons, while the broader supply framework is still expected to remain dependable. Answer with only A, B, C, or D.",Energy dependency,Large industrial users may want to revisit procurement plans that assume uninterrupted external energy supply through the coming season.,What concern is being indirectly signaled here?,The message points to an imminent and formally announced cutoff in external energy supply.,"The statement quietly warns that continued access to external energy supply may be less secure than current planning assumptions suggest, so stability should not be taken for granted.",The real concern is mostly reputational: firms that rely heavily on external energy could appear politically exposed.,"This is mainly a reminder to diversify procurement for efficiency reasons, while the broader supply framework is still expected to remain dependable.",B,"The statement quietly warns that continued access to external energy supply may be less secure than current planning assumptions suggest, so stability should not be taken for granted.",implicit_strategic_warning,target_item,escalated_or_overstated_control | adjacent_pragmatic_force_control
implicit_strategic_warning,implicit_strategic_warning_06,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Investment screening Statement: ""Cross-border investors looking at acquisitions in sensitive sectors would do well to build extra time and uncertainty into transaction planning."" Question: What concern is being indirectly signaled here? A. The message indicates that acquisitions in sensitive sectors are already destined to be rejected. B. The main concern is reputational: investors may appear politically exposed if they pursue these deals. C. The statement is quietly warning that approval in sensitive sectors may no longer be routine, so transactions should not be planned as if clearance were automatic. D. This is mostly a practical reminder about paperwork and scheduling, while the review outcome itself is still expected to follow the usual path. Answer with only A, B, C, or D.",Investment screening,Cross-border investors looking at acquisitions in sensitive sectors would do well to build extra time and uncertainty into transaction planning.,What concern is being indirectly signaled here?,The message indicates that acquisitions in sensitive sectors are already destined to be rejected.,The main concern is reputational: investors may appear politically exposed if they pursue these deals.,"The statement is quietly warning that approval in sensitive sectors may no longer be routine, so transactions should not be planned as if clearance were automatic.","This is mostly a practical reminder about paperwork and scheduling, while the review outcome itself is still expected to follow the usual path.",C,"The statement is quietly warning that approval in sensitive sectors may no longer be routine, so transactions should not be planned as if clearance were automatic.",implicit_strategic_warning,target_item,escalated_or_overstated_control | adjacent_pragmatic_force_control
implicit_strategic_warning,implicit_strategic_warning_07,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Dual-use technology transfer Statement: ""Institutions engaged in technical cooperation may wish to revisit the end-use assumptions behind existing transfer arrangements before extending them further."" Question: What concern is being indirectly signaled here? A. The statement quietly warns that earlier assumptions about how transferred technology will ultimately be used may no longer be reliable enough, so end-use needs closer rechecking. B. The message indicates that dual-use technical cooperation is about to be broadly and formally prohibited. C. The real concern is mainly reputational: institutions involved in such cooperation could appear politically compromised. D. This is mostly a routine governance reminder to review documentation, while the underlying end-use assumptions themselves are still broadly sound. Answer with only A, B, C, or D.",Dual-use technology transfer,Institutions engaged in technical cooperation may wish to revisit the end-use assumptions behind existing transfer arrangements before extending them further.,What concern is being indirectly signaled here?,"The statement quietly warns that earlier assumptions about how transferred technology will ultimately be used may no longer be reliable enough, so end-use needs closer rechecking.",The message indicates that dual-use technical cooperation is about to be broadly and formally prohibited.,The real concern is mainly reputational: institutions involved in such cooperation could appear politically compromised.,"This is mostly a routine governance reminder to review documentation, while the underlying end-use assumptions themselves are still broadly sound.",A,"The statement quietly warns that earlier assumptions about how transferred technology will ultimately be used may no longer be reliable enough, so end-use needs closer rechecking.",implicit_strategic_warning,target_item,procedural_or_technical_control | adjacent_pragmatic_force_control
implicit_strategic_warning,implicit_strategic_warning_08,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Sovereign debt / lender pressure Statement: ""Borrowers approaching refinancing windows may want to allow for a less accommodating external funding environment when setting near-term expectations."" Question: What concern is being indirectly signaled here? A. The statement indicates that external lenders are about to suspend support altogether. B. The real concern is mostly reputational: borrowers may look politically vulnerable if they seek outside funding. C. This is mainly a reminder to update financing models, while still assuming lenders will remain available on broadly familiar terms. D. The statement quietly warns that refinancing conditions may no longer be as accommodating as borrowers expect, so future funding should not be planned as if lenient terms were assured. Answer with only A, B, C, or D.",Sovereign debt / lender pressure,Borrowers approaching refinancing windows may want to allow for a less accommodating external funding environment when setting near-term expectations.,What concern is being indirectly signaled here?,The statement indicates that external lenders are about to suspend support altogether.,The real concern is mostly reputational: borrowers may look politically vulnerable if they seek outside funding.,"This is mainly a reminder to update financing models, while still assuming lenders will remain available on broadly familiar terms.","The statement quietly warns that refinancing conditions may no longer be as accommodating as borrowers expect, so future funding should not be planned as if lenient terms were assured.",D,"The statement quietly warns that refinancing conditions may no longer be as accommodating as borrowers expect, so future funding should not be planned as if lenient terms were assured.",implicit_strategic_warning,target_item,adjacent_pragmatic_force_control
implicit_strategic_warning,implicit_strategic_warning_09,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Critical minerals Statement: ""Producers dependent on critical mineral inputs may find it prudent to re-examine sourcing plans that assume replacement suppliers can be secured without significant delay."" Question: What concern is being indirectly signaled here? A. The message indicates that replacement supplies of critical minerals are about to disappear altogether. B. The statement quietly warns that substitute sources for critical minerals may be harder and slower to secure than current planning assumes, so supply flexibility should not be treated as assured. C. The main issue is reputational: firms tied to critical mineral sourcing may appear politically exposed. D. This is mostly a routine reminder to improve procurement efficiency, while the broader assumption of easy supplier substitution still remains sound. Answer with only A, B, C, or D.",Critical minerals,Producers dependent on critical mineral inputs may find it prudent to re-examine sourcing plans that assume replacement suppliers can be secured without significant delay.,What concern is being indirectly signaled here?,The message indicates that replacement supplies of critical minerals are about to disappear altogether.,"The statement quietly warns that substitute sources for critical minerals may be harder and slower to secure than current planning assumes, so supply flexibility should not be treated as assured.",The main issue is reputational: firms tied to critical mineral sourcing may appear politically exposed.,"This is mostly a routine reminder to improve procurement efficiency, while the broader assumption of easy supplier substitution still remains sound.",B,"The statement quietly warns that substitute sources for critical minerals may be harder and slower to secure than current planning assumes, so supply flexibility should not be treated as assured.",implicit_strategic_warning,target_item,escalated_or_overstated_control | adjacent_pragmatic_force_control | procedural_or_technical_control
implicit_strategic_warning,implicit_strategic_warning_10,Identify softly expressed geoeconomic warnings that are framed as advice or caution rather than direct threat.,"Context: Supply-chain relocation Statement: ""Firms pursuing rapid supply-chain relocation may want to be cautious about treating resilience gains as something that can be secured on a near-term timetable."" Question: What concern is being indirectly signaled here? A. The statement implies that supply-chain relocation is about to fail outright and should be abandoned. B. The deeper issue is mainly reputational: firms that relocate too quickly may appear politically exposed. C. The statement quietly warns that relocation may involve more friction, delay, and adjustment costs than current planning assumes, so resilience should not be treated as quickly achievable. D. This is mostly a general reminder to manage transition carefully, while the expected benefits of relocation are still likely to arrive on roughly the planned schedule. Answer with only A, B, C, or D.",Supply-chain relocation,Firms pursuing rapid supply-chain relocation may want to be cautious about treating resilience gains as something that can be secured on a near-term timetable.,What concern is being indirectly signaled here?,The statement implies that supply-chain relocation is about to fail outright and should be abandoned.,The deeper issue is mainly reputational: firms that relocate too quickly may appear politically exposed.,"The statement quietly warns that relocation may involve more friction, delay, and adjustment costs than current planning assumes, so resilience should not be treated as quickly achievable.","This is mostly a general reminder to manage transition carefully, while the expected benefits of relocation are still likely to arrive on roughly the planned schedule.",C,"The statement quietly warns that relocation may involve more friction, delay, and adjustment costs than current planning assumes, so resilience should not be treated as quickly achievable.",implicit_strategic_warning,target_item,escalated_or_overstated_control | adjacent_pragmatic_force_control
face_preserving_reassurance_v2,face_preserving_reassurance_v2_01,"Identify when a statement presented as reassurance is actually designed to preserve face, soften tension, or manage concern without offering full direct clarity.","A larger financial institution delays a joint implementation with Meridian Bank after speculation begins to focus on Meridian’s internal controls. It states: ""We continue to regard Meridian Bank as a valued and credible partner. The current adjustment to the implementation timeline should not be read as singling out Meridian, but as a responsible governance step taken while internal alignment processes continue on both sides. Our intention is to avoid encouraging speculation that would attach disproportionate meaning to a routine implementation pause."" What is the main communicative function of this statement? A. Neutral procedural clarification B. Face-preserving reassurance C. Genuine reassurance D. Strategic warning",A larger financial institution delays a joint implementation with Meridian Bank after speculation begins to focus on Meridian’s internal controls.,"We continue to regard Meridian Bank as a valued and credible partner. The current adjustment to the implementation timeline should not be read as singling out Meridian, but as a responsible governance step taken while internal alignment processes continue on both sides. Our intention is to avoid encouraging speculation that would attach disproportionate meaning to a routine implementation pause.",What is the main communicative function of this statement?,Neutral procedural clarification,Face-preserving reassurance,Genuine reassurance,Strategic warning,B,Face-preserving reassurance,face_preserving_reassurance_v2,target_item,procedural_or_technical_control | literal_or_sincere_control | adjacent_pragmatic_force_control
face_preserving_reassurance_v2,face_preserving_reassurance_v2_02,"Identify when a statement presented as reassurance is actually designed to preserve face, soften tension, or manage concern without offering full direct clarity.","During a border-coordination process, unforeseen verification steps trigger domestic commentary suggesting that the visiting delegation was not properly prepared. Officials say: ""We appreciate the professionalism demonstrated by all parties throughout the border coordination process. The additional verification steps arose from our own standard sequencing requirements and should not be taken to reflect on the delegation’s preparedness. We recognize that such speculation can be unhelpful, and a brief administrative pause is the most appropriate way to avoid drawing external counterparts into a domestic discussion not of their making."" What is the main communicative function of this statement? A. Strategic warning B. Neutral procedural clarification C. Face-preserving reassurance D. Genuine reassurance","During a border-coordination process, unforeseen verification steps trigger domestic commentary suggesting that the visiting delegation was not properly prepared.","We appreciate the professionalism demonstrated by all parties throughout the border coordination process. The additional verification steps arose from our own standard sequencing requirements and should not be taken to reflect on the delegation’s preparedness. We recognize that such speculation can be unhelpful, and a brief administrative pause is the most appropriate way to avoid drawing external counterparts into a domestic discussion not of their making.",What is the main communicative function of this statement?,Strategic warning,Neutral procedural clarification,Face-preserving reassurance,Genuine reassurance,C,Face-preserving reassurance,face_preserving_reassurance_v2,target_item,adjacent_pragmatic_force_control | procedural_or_technical_control | literal_or_sincere_control
face_preserving_reassurance_v2,face_preserving_reassurance_v2_03,"Identify when a statement presented as reassurance is actually designed to preserve face, soften tension, or manage concern without offering full direct clarity.","A donor institution reviews disbursement conditions after parliamentary scrutiny creates pressure on the recipient country’s implementing authorities. Its message reads: ""We recognize the considerable efforts made by the implementing authorities under challenging structural conditions. The current review of disbursement conditions forms part of our routine portfolio management process and is intended to provide space for the existing questions to be addressed without casting the ministry in the position of being publicly corrected by an external partner. We remain committed to working constructively with your team on a mutually agreed path forward."" What is the main communicative function of this statement? A. Face-preserving reassurance B. Neutral procedural clarification C. Strategic warning D. Genuine reassurance",A donor institution reviews disbursement conditions after parliamentary scrutiny creates pressure on the recipient country’s implementing authorities.,We recognize the considerable efforts made by the implementing authorities under challenging structural conditions. The current review of disbursement conditions forms part of our routine portfolio management process and is intended to provide space for the existing questions to be addressed without casting the ministry in the position of being publicly corrected by an external partner. We remain committed to working constructively with your team on a mutually agreed path forward.,What is the main communicative function of this statement?,Face-preserving reassurance,Neutral procedural clarification,Strategic warning,Genuine reassurance,A,Face-preserving reassurance,face_preserving_reassurance_v2,target_item,procedural_or_technical_control | adjacent_pragmatic_force_control | literal_or_sincere_control
face_preserving_reassurance_v2,face_preserving_reassurance_v2_04,"Identify when a statement presented as reassurance is actually designed to preserve face, soften tension, or manage concern without offering full direct clarity.","A university pauses a joint academic program after controversy over governance leaves the partner institution exposed to awkward public commentary. The statement says: ""We wish to reaffirm our deep respect for the partner university’s academic standing and the quality of its faculty. The present pause is not intended to cast doubt on the institution’s credibility, but to ensure that the partnership does not become a vehicle for reputational judgments while internal questions are being settled. Our aim is to avoid placing the institution in an unfairly exposed position during a period of heightened scrutiny."" What is the main communicative function of this statement? A. Genuine reassurance B. Strategic warning C. Neutral procedural clarification D. Face-preserving reassurance",A university pauses a joint academic program after controversy over governance leaves the partner institution exposed to awkward public commentary.,"We wish to reaffirm our deep respect for the partner university’s academic standing and the quality of its faculty. The present pause is not intended to cast doubt on the institution’s credibility, but to ensure that the partnership does not become a vehicle for reputational judgments while internal questions are being settled. Our aim is to avoid placing the institution in an unfairly exposed position during a period of heightened scrutiny.",What is the main communicative function of this statement?,Genuine reassurance,Strategic warning,Neutral procedural clarification,Face-preserving reassurance,D,Face-preserving reassurance,face_preserving_reassurance_v2,target_item,literal_or_sincere_control | adjacent_pragmatic_force_control | procedural_or_technical_control
face_preserving_reassurance_v2,face_preserving_reassurance_v2_05,"Identify when a statement presented as reassurance is actually designed to preserve face, soften tension, or manage concern without offering full direct clarity.","A firm hears rumors that an upcoming compliance review means it has been singled out for unusual scrutiny. The regulator responds: ""We wish to assure Cascade Holdings that the forthcoming review of its operational compliance frameworks forms part of a sector-wide assessment initiative and should not be interpreted as a sign that the company has been marked out for any particular concern. The purpose is to preserve consistency across the review process while avoiding unnecessary conclusions about the standing of any individual participant. We value your continued cooperation."" What is the main communicative function of this statement? A. Neutral procedural clarification B. Genuine reassurance C. Face-preserving reassurance D. Strategic warning",A firm hears rumors that an upcoming compliance review means it has been singled out for unusual scrutiny.,We wish to assure Cascade Holdings that the forthcoming review of its operational compliance frameworks forms part of a sector-wide assessment initiative and should not be interpreted as a sign that the company has been marked out for any particular concern. The purpose is to preserve consistency across the review process while avoiding unnecessary conclusions about the standing of any individual participant. We value your continued cooperation.,What is the main communicative function of this statement?,Neutral procedural clarification,Genuine reassurance,Face-preserving reassurance,Strategic warning,C,Face-preserving reassurance,face_preserving_reassurance_v2,target_item,procedural_or_technical_control | literal_or_sincere_control | adjacent_pragmatic_force_control
